Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Name,Customer City,Customer Country,Customer Id,Customer Lname,Customer State,Customer Zipcode,order date (DateOrders),Order City,Order Country,Order Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Quantity,Sales,Order Item Total,Product Name,shipping date (DateOrders),Shipping Mode,Product Weight,Weight Unit
TRANSFER,4,4,39.84000015,82.98999786,Shipping on time,0,Cardio Equipment,Pompano Beach,EE. UU.,1537,Murray,FL,33064,8/13/2015 4:14,Carcassonne,Francia,15358,17,0.170000002,38403,99.98999786,1,99.98999786,82.98999786,Nike Men's Free 5.0+ Running Shoe,8/17/2015 4:14,Standard Class,1,kg
TRANSFER,4,4,34.58000183,123.4899979,Shipping on time,0,Men's Footwear,New Orleans,EE. UU.,8508,Smith,LA,70117,9/24/2015 12:14,Le Plessis-Robinson,Francia,18258,6.5,0.050000001,45629,129.9900055,1,129.9900055,123.4899979,Nike Men's CJ Elite 2 TD Football Cleat,9/28/2015 12:14,Standard Class,1,kg
TRANSFER,4,4,24.84000015,53.99000168,Shipping on time,0,Cleats,Pompano Beach,EE. UU.,1537,Murray,FL,33064,8/13/2015 4:14,Carcassonne,Francia,15358,6,0.100000001,38402,59.99000168,1,59.99000168,53.99000168,Perfect Fitness Perfect Rip Deck,8/17/2015 4:14,Standard Class,1,kg
TRANSFER,6,4,-175.8800049,106.5899963,Late delivery,1,Men's Footwear,Folsom,EE. UU.,6386,Smith,CA,95630,07/03/2015 13:13,Madrid,España,12575,23.39999962,0.180000007,31473,129.9900055,1,129.9900055,106.5899963,Nike Men's CJ Elite 2 TD Football Cleat,07/09/2015 13:13,Standard Class,1,kg
TRANSFER,3,4,35.61999893,284.980011,Advance shipping,0,Camping & Hiking,Newark,EE. UU.,5941,Smith,OH,43055,6/17/2015 3:47,Cognac,Francia,11452,15,0.050000001,28648,299.980011,1,299.980011,284.980011,Diamondback Women's Serene Classic Comfort Bi,6/20/2015 3:47,Standard Class,1,kg
TRANSFER,6,4,84.5,269.980011,Late delivery,1,Camping & Hiking,Folsom,EE. UU.,6386,Smith,CA,95630,07/03/2015 13:13,Madrid,España,12575,30,0.100000001,31475,299.980011,1,299.980011,269.980011,Diamondback Women's Serene Classic Comfort Bi,07/09/2015 13:13,Standard Class,1,kg
TRANSFER,3,4,-14.61999989,339.980011,Advance shipping,0,Fishing,Newark,EE. UU.,5941,Smith,OH,43055,6/17/2015 3:47,Cognac,Francia,11452,60,0.150000006,28650,399.980011,1,399.980011,339.980011,Field & Stream Sportsman 16 Gun Fire Safe,6/20/2015 3:47,Standard Class,1,kg
TRANSFER,6,4,9.279999733,54.59000015,Late delivery,1,Cleats,Dallas,EE. UU.,3022,Smith,TX,75216,5/22/2015 6:59,Juárez,México,9680,5.400000095,0.090000004,24173,59.99000168,1,59.99000168,54.59000015,Perfect Fitness Perfect Rip Deck,5/28/2015 6:59,Standard Class,1,kg
TRANSFER,2,4,54.99000168,116.9899979,Advance shipping,0,Men's Footwear,San Jose,EE. UU.,11051,Horn,CA,95112,1/28/2015 5:23,Sonsonate,El Salvador,1866,13,0.100000001,4667,129.9900055,1,129.9900055,116.9899979,Nike Men's CJ Elite 2 TD Football Cleat,1/30/2015 5:23,Standard Class,1,kg
TRANSFER,2,4,4.409999847,70,Advance shipping,0,Girls' Apparel,San Jose,EE. UU.,11051,Horn,CA,95112,1/28/2015 5:23,Sonsonate,El Salvador,1866,0,0,4665,70,1,70,70,adidas Youth Germany Black/Red Away Match Soc,1/30/2015 5:23,Standard Class,1,kg
TRANSFER,2,4,-36.02999878,251.9799957,Advance shipping,0,Camping & Hiking,San Jose,EE. UU.,11051,Horn,CA,95112,1/28/2015 5:23,Sonsonate,El Salvador,1866,48,0.159999996,4666,299.980011,1,299.980011,251.9799957,Diamondback Women's Serene Classic Comfort Bi,1/30/2015 5:23,Standard Class,1,kg
TRANSFER,4,4,15.43999958,59.38999939,Shipping canceled,0,Cleats,Bowling Green,EE. UU.,11492,Allen,KY,42101,4/29/2017 9:29,Managua,Nicaragua,58188,0.600000024,0.01,145611,59.99000168,1,59.99000168,59.38999939,Perfect Fitness Perfect Rip Deck,05/03/2017 9:29,Standard Class,1,kg
TRANSFER,4,4,2.529999971,58.79000092,Shipping canceled,0,Cleats,Bowling Green,EE. UU.,11492,Allen,KY,42101,4/29/2017 9:29,Managua,Nicaragua,58188,1.200000048,0.02,145609,59.99000168,1,59.99000168,58.79000092,Perfect Fitness Perfect Rip Deck,05/03/2017 9:29,Standard Class,1,kg
TRANSFER,4,4,87.13999939,248.9799957,Shipping canceled,0,Camping & Hiking,Bowling Green,EE. UU.,11492,Allen,KY,42101,4/29/2017 9:29,Managua,Nicaragua,58188,51,0.170000002,145608,299.980011,1,299.980011,248.9799957,Diamondback Women's Serene Classic Comfort Bi,05/03/2017 9:29,Standard Class,1,kg
TRANSFER,2,4,44.15999985,95.98999786,Advance shipping,0,Cardio Equipment,South El Monte,EE. UU.,5534,Smith,CA,91733,11/24/2016 5:51,Estambul,Turquía,47491,4,0.039999999,118723,99.98999786,1,99.98999786,95.98999786,Nike Men's Free 5.0+ Running Shoe,11/26/2016 5:51,Standard Class,1,kg
TRANSFER,2,4,44.59000015,122.8399963,Advance shipping,0,Men's Footwear,Milpitas,EE. UU.,1002,Lowe,CA,95035,12/28/2015 12:16,Seúl,Corea del Sur,24766,7.150000095,0.059999999,62044,129.9900055,1,129.9900055,122.8399963,Nike Men's CJ Elite 2 TD Football Cleat,12/30/2015 12:16,Standard Class,1,kg
TRANSFER,2,4,24.18000031,120.8899994,Advance shipping,0,Men's Footwear,Milpitas,EE. UU.,1002,Lowe,CA,95035,12/28/2015 12:16,Seúl,Corea del Sur,24766,9.100000381,0.07,62043,129.9900055,1,129.9900055,120.8899994,Nike Men's CJ Elite 2 TD Football Cleat,12/30/2015 12:16,Standard Class,1,kg
TRANSFER,3,4,3.180000067,36.16999817,Advance shipping,0,Video Games,El Centro,EE. UU.,17165,Burt,CA,92243,12/10/2017 13:12,Kunming,China,73612,3.579999924,0.090000004,176927,39.75,1,39.75,36.16999817,Fighting video games,12/13/2017 13:12,Standard Class,1,kg
TRANSFER,4,4,17.71999931,156.7799988,Shipping on time,0,Soccer,Highland,EE. UU.,12101,Smith,CA,92346,6/25/2017 4:20,Viena,Austria,62078,3.200000048,0.02,155224,79.98999786,2,159.9799957,156.7799988,Elevation Training Mask 2.0,6/29/2017 4:20,Standard Class,1,kg
TRANSFER,6,4,-89.08999634,197.9799957,Late delivery,1,Cardio Equipment,Folsom,EE. UU.,6386,Smith,CA,95630,07/03/2015 13:13,Madrid,España,12575,2,0.01,31472,99.98999786,2,199.9799957,197.9799957,Nike Men's Free 5.0+ Running Shoe,07/09/2015 13:13,Standard Class,1,kg
TRANSFER,2,4,10.17000008,89.98999786,Advance shipping,0,Cleats,Apex,EE. UU.,7249,Luna,NC,27502,09/11/2015 2:58,London,Reino Unido,17341,30,0.25,43344,59.99000168,2,119.9800034,89.98999786,Perfect Fitness Perfect Rip Deck,9/13/2015 2:58,Standard Class,1,kg
TRANSFER,6,4,21.03000069,67.18000031,Late delivery,1,Shop By Sport,Folsom,EE. UU.,6386,Smith,CA,95630,07/03/2015 13:13,Madrid,España,12575,12.80000019,0.159999996,31474,39.99000168,2,79.98000336,67.18000031,Under Armour Girls' Toddler Spine Surge Runni,07/09/2015 13:13,Standard Class,1,kg
PAYMENT,6,4,182.3999939,379.9899902,Late delivery,1,Kids' Golf Clubs,Mount Pleasant,EE. UU.,3334,Smith,MI,48858,9/21/2017 23:08,Biarritz,Francia,68160,20,0.050000001,170420,399.9899902,1,399.9899902,379.9899902,Garmin Forerunner 910XT GPS Watch,9/27/2017 23:08,Standard Class,1,kg
PAYMENT,6,4,9.010000229,128.6900024,Late delivery,1,Men's Footwear,San Antonio,EE. UU.,9629,Smith,TX,78201,2/21/2017 22:22,Querétaro,México,53635,1.299999952,0.01,134073,129.9900055,1,129.9900055,128.6900024,Nike Men's CJ Elite 2 TD Football Cleat,2/27/2017 22:22,Standard Class,1,kg
PAYMENT,5,4,46.79999924,124.7900009,Late delivery,1,Men's Footwear,Simi Valley,EE. UU.,11764,Barnes,CA,93063,3/29/2017 0:36,La Chorrera,Panamá,56039,5.199999809,0.039999999,140114,129.9900055,1,129.9900055,124.7900009,Nike Men's CJ Elite 2 TD Football Cleat,04/03/2017 0:36,Standard Class,1,kg
PAYMENT,6,4,31.20000076,124.7900009,Late delivery,1,Men's Footwear,Findlay,EE. UU.,8522,Smith,OH,45840,06/05/2017 17:19,Mexico City,México,60745,5.199999809,0.039999999,152022,129.9900055,1,129.9900055,124.7900009,Nike Men's CJ Elite 2 TD Football Cleat,06/11/2017 17:19,Standard Class,1,kg
PAYMENT,3,4,47.15000153,120.8899994,Advance shipping,0,Men's Footwear,Endicott,EE. UU.,6050,Arnold,NY,13760,1/28/2015 7:29,Medellín,Colombia,1872,9.100000381,0.07,4684,129.9900055,1,129.9900055,120.8899994,Nike Men's CJ Elite 2 TD Football Cleat,1/31/2015 7:29,Standard Class,1,kg
PAYMENT,6,4,23.28000069,47.5,Late delivery,1,Women's Apparel,Findlay,EE. UU.,8522,Smith,OH,45840,06/05/2017 17:19,Mexico City,México,60745,2.5,0.050000001,152026,50,1,50,47.5,Nike Men's Dri-FIT Victory Golf Polo,06/11/2017 17:19,Standard Class,1,kg
PAYMENT,6,4,94,199.9900055,Late delivery,1,Trade-In,Metairie,EE. UU.,6441,Harris,LA,70003,06/10/2017 7:41,San Francisco de Macorís,República Dominicana,61060,50,0.200000003,152756,249.9900055,1,249.9900055,199.9900055,Garmin Approach S3 Golf GPS Watch,6/16/2017 7:41,Standard Class,1,kg
PAYMENT,4,4,26.32999992,124.7900009,Shipping on time,0,Men's Footwear,Sandusky,EE. UU.,9043,Norris,OH,44870,09/02/2016 20:52,Tabuk,Arabia Saudí,41848,5.199999809,0.039999999,104458,129.9900055,1,129.9900055,124.7900009,Nike Men's CJ Elite 2 TD Football Cleat,09/06/2016 20:52,Standard Class,1,kg
PAYMENT,4,4,33.79999924,103.9899979,Shipping on time,0,Men's Footwear,Lombard,EE. UU.,7331,Strong,IL,60148,10/30/2015 8:20,Shantou,China,20713,26,0.200000003,51758,129.9900055,1,129.9900055,103.9899979,Nike Men's CJ Elite 2 TD Football Cleat,11/03/2015 8:20,Standard Class,1,kg
PAYMENT,6,4,-146.2400055,97.48999786,Late delivery,1,Men's Footwear,Augusta,EE. UU.,3475,Smith,GA,30907,01/04/2017 12:59,Denizli,Turquía,50320,32.5,0.25,125743,129.9900055,1,129.9900055,97.48999786,Nike Men's CJ Elite 2 TD Football Cleat,01/10/2017 12:59,Standard Class,1,kg
PAYMENT,3,4,0.779999971,38.79000092,Advance shipping,0,Girls' Apparel,Quincy,EE. UU.,7410,Smith,IL,62301,10/27/2015 20:25,Bangkok,Tailandia,20542,1.200000048,0.029999999,51312,39.99000168,1,39.99000168,38.79000092,TYR Boys' Team Digi Jammer,10/30/2015 20:25,Standard Class,1,kg
PAYMENT,6,4,9.409999847,33.59000015,Late delivery,1,Shop By Sport,North Richland Hills,EE. UU.,5369,Short,TX,76180,12/13/2015 0:34,Melbourne,Australia,23705,6.400000095,0.159999996,59303,39.99000168,1,39.99000168,33.59000015,Under Armour Girls' Toddler Spine Surge Runni,12/19/2015 0:34,Standard Class,1,kg
PAYMENT,6,4,7.599999905,15.82999992,Late delivery,1,Trade-In,North Richland Hills,EE. UU.,5369,Short,TX,76180,12/13/2015 0:34,Melbourne,Australia,23705,0.159999996,0.01,59302,15.98999977,1,15.98999977,15.82999992,Glove It Imperial Golf Towel,12/19/2015 0:34,Standard Class,1,kg
PAYMENT,4,4,191.9900055,399.980011,Shipping on time,0,Fishing,Lombard,EE. UU.,7331,Strong,IL,60148,10/30/2015 8:20,Shantou,China,20713,0,0,51755,399.980011,1,399.980011,399.980011,Field & Stream Sportsman 16 Gun Fire Safe,11/03/2015 8:20,Standard Class,1,kg
PAYMENT,3,4,139.9900055,399.980011,Advance shipping,0,Fishing,Quincy,EE. UU.,7410,Smith,IL,62301,10/27/2015 20:25,Bangkok,Tailandia,20542,0,0,51311,399.980011,1,399.980011,399.980011,Field & Stream Sportsman 16 Gun Fire Safe,10/30/2015 20:25,Standard Class,1,kg
PAYMENT,3,4,186.1100006,395.980011,Advance shipping,0,Fishing,Quincy,EE. UU.,7410,Smith,IL,62301,10/27/2015 20:25,Bangkok,Tailandia,20542,4,0.01,51310,399.980011,1,399.980011,395.980011,Field & Stream Sportsman 16 Gun Fire Safe,10/30/2015 20:25,Standard Class,1,kg
PAYMENT,4,4,96.01999664,290.980011,Shipping on time,0,Camping & Hiking,Lombard,EE. UU.,7331,Strong,IL,60148,10/30/2015 8:20,Shantou,China,20713,9,0.029999999,51759,299.980011,1,299.980011,290.980011,Diamondback Women's Serene Classic Comfort Bi,11/03/2015 8:20,Standard Class,1,kg
PAYMENT,5,4,171.0700073,363.980011,Late delivery,1,Fishing,Plainfield,EE. UU.,6038,Brooks,NJ,7060,11/14/2015 13:02,Bekasi,Indonesia,21754,36,0.090000004,54423,399.980011,1,399.980011,363.980011,Field & Stream Sportsman 16 Gun Fire Safe,11/19/2015 13:02,Standard Class,1,kg
PAYMENT,4,4,32.13000107,94.5,Shipping on time,0,Women's Apparel,Austin,EE. UU.,2130,Smith,TX,78745,11/14/2016 20:35,Cairo,Egipto,46848,5.5,0.059999999,117112,50,2,100,94.5,Nike Men's Dri-FIT Victory Golf Polo,11/18/2016 20:35,Standard Class,1,kg
PAYMENT,4,4,65.98999786,199.9799957,Shipping on time,0,Cardio Equipment,Lombard,EE. UU.,7331,Strong,IL,60148,10/30/2015 8:20,Shantou,China,20713,0,0,51756,99.98999786,2,199.9799957,199.9799957,Nike Men's Free 5.0+ Running Shoe,11/03/2015 8:20,Standard Class,1,kg
PAYMENT,2,2,63.34000015,140.7599945,Shipping on time,0,Shop By Sport,Caguas,Puerto Rico,2220,Smith,PR,725,3/31/2015 13:21,Managua,Nicaragua,6136,19.20000076,0.119999997,15347,39.99000168,4,159.9600067,140.7599945,Under Armour Girls' Toddler Spine Surge Runni,04/02/2015 13:21,Second Class,1,kg
PAYMENT,2,2,223.2299957,474.9500122,Shipping on time,0,Cardio Equipment,Caguas,Puerto Rico,2220,Smith,PR,725,3/31/2015 13:21,Managua,Nicaragua,6136,25,0.050000001,15348,99.98999786,5,499.9500122,474.9500122,Nike Men's Free 5.0+ Running Shoe,04/02/2015 13:21,Second Class,1,kg
PAYMENT,2,2,19.53000069,278.9500122,Shipping on time,0,Cleats,Caguas,Puerto Rico,2220,Smith,PR,725,3/31/2015 13:21,Managua,Nicaragua,6136,21,0.07,15346,59.99000168,5,299.9500122,278.9500122,Perfect Fitness Perfect Rip Deck,04/02/2015 13:21,Second Class,1,kg
PAYMENT,4,4,3.089999914,49,Shipping on time,0,Women's Apparel,Caguas,Puerto Rico,5229,Butler,PR,725,01/06/2017 22:05,Izmir,Turquía,50483,1,0.02,126138,50,1,50,49,Nike Men's Dri-FIT Victory Golf Polo,01/10/2017 22:05,Standard Class,1,kg
PAYMENT,4,4,71.44000244,379.980011,Shipping on time,0,Fishing,Guaynabo,Puerto Rico,7730,Thompson,PR,969,01/04/2016 2:38,Jalalabad,Afganistán,25218,20,0.050000001,63198,399.980011,1,399.980011,379.980011,Field & Stream Sportsman 16 Gun Fire Safe,01/08/2016 2:38,Standard Class,1,kg
PAYMENT,6,4,17.64999962,156.1600037,Late delivery,1,DVDs,Caguas,Puerto Rico,15173,Leach,PR,725,11/11/2017 11:19,Ho Chi Minh City,Vietnam,71620,8.220000267,0.050000001,174935,164.3800049,1,164.3800049,156.1600037,DVDs ,11/17/2017 11:19,Standard Class,1,kg
PAYMENT,4,4,35.70999908,75.98000336,Shipping on time,0,Shop By Sport,Guaynabo,Puerto Rico,7730,Thompson,PR,969,01/04/2016 2:38,Jalalabad,Afganistán,25218,4,0.050000001,63201,39.99000168,2,79.98000336,75.98000336,Under Armour Girls' Toddler Spine Surge Runni,01/08/2016 2:38,Standard Class,1,kg
PAYMENT,4,4,3.960000038,132,Shipping on time,0,Women's Apparel,Guaynabo,Puerto Rico,7730,Thompson,PR,969,01/04/2016 2:38,Jalalabad,Afganistán,25218,18,0.119999997,63199,50,3,150,132,Nike Men's Dri-FIT Victory Golf Polo,01/08/2016 2:38,Standard Class,1,kg
PAYMENT,4,4,85.54000092,182,Shipping on time,0,Women's Apparel,Caguas,Puerto Rico,5229,Butler,PR,725,01/06/2017 22:05,Izmir,Estados unidos,50483,18,0.090000004,126139,50,4,200,182,Nike Men's Dri-FIT Victory Golf Polo,01/10/2017 22:05,Standard Class,1,kg
TRANSFER,2,1,37.43999863,91.3199997,Late delivery,1,Baseball & Softball,Caguas,Puerto Rico,8041,Ball,PR,725,12/27/2016 18:57,Kismaayo,Somalia,49789,13.64999962,0.129999995,124461,34.99000168,3,104.9700012,91.3199997,adidas Kids' F5 Messi FG Soccer Cleat,12/29/2016 18:57,First Class,1,kg
TRANSFER,2,1,25.38999939,94.05000305,Late delivery,1,Electronics,Caguas,Puerto Rico,3325,Rios,PR,725,04/02/2016 2:41,San Francisco,Estados Unidos,31315,1.919999957,0.02,78280,31.98999977,3,95.97000122,94.05000305,Bridgestone e6 Straight Distance NFL Carolina,04/04/2016 2:41,First Class,1,kg
TRANSFER,2,1,58.95999908,218.3600006,Late delivery,1,Cleats,Caguas,Puerto Rico,8041,Ball,PR,725,12/27/2016 18:57,Kismaayo,Somalia,49789,21.60000038,0.090000004,124460,59.99000168,4,239.9600067,218.3600006,Perfect Fitness Perfect Rip Deck,12/29/2016 18:57,First Class,1,kg
DEBIT,6,4,62.63999939,347.980011,Late delivery,1,Fishing,Rowland Heights,EE. UU.,7777,Rogers,CA,91748,4/16/2015 3:52,Huehuetenango,Guatemala,7205,52,0.129999995,18038,399.980011,1,399.980011,347.980011,Field & Stream Sportsman 16 Gun Fire Safe,4/22/2015 3:52,Standard Class,1,kg
DEBIT,2,4,114.7900009,327.980011,Advance shipping,0,Fishing,Detroit,EE. UU.,7544,Smith,MI,48238,3/23/2015 5:40,Miramar,México,5566,72,0.180000007,13883,399.980011,1,399.980011,327.980011,Field & Stream Sportsman 16 Gun Fire Safe,3/25/2015 5:40,Standard Class,1,kg
DEBIT,2,4,12.3199997,44,Advance shipping,0,Women's Apparel,Spring,EE. UU.,91,Smith,TX,77379,02/05/2017 19:35,Villa Canales,Guatemala,52531,6,0.119999997,131303,50,1,50,44,Nike Men's Dri-FIT Victory Golf Polo,02/07/2017 19:35,Standard Class,1,kg
DEBIT,4,4,39.25,436.1000061,Shipping on time,0,Crafts,Wyoming,EE. UU.,18511,Abbott,MI,49509,12/30/2017 4:46,Ganganagar,India,74958,25.37999916,0.059999999,178273,461.480011,1,461.480011,436.1000061,Porcelain crafts,01/03/2018 4:46,Standard Class,1,kg
DEBIT,6,4,22.70000076,52.79000092,Late delivery,1,Cleats,Metairie,EE. UU.,1018,Smith,LA,70003,5/27/2016 8:44,Jacksonville,Estados Unidos,35100,7.199999809,0.119999997,87662,59.99000168,1,59.99000168,52.79000092,Perfect Fitness Perfect Rip Deck,06/02/2016 8:44,Standard Class,1,kg
DEBIT,4,4,52.61999893,114.3899994,Shipping on time,0,Men's Footwear,Hamtramck,EE. UU.,7839,Wells,MI,48212,8/18/2016 5:59,Dallas,Estados Unidos,40778,15.60000038,0.119999997,101768,129.9900055,1,129.9900055,114.3899994,Nike Men's CJ Elite 2 TD Football Cleat,8/22/2016 5:59,Standard Class,1,kg
DEBIT,2,4,36.40000153,103.9899979,Advance shipping,0,Men's Footwear,Modesto,EE. UU.,12330,Roy,CA,95351,07/07/2016 23:34,Gilbert,Estados Unidos,37951,26,0.200000003,94737,129.9900055,1,129.9900055,103.9899979,Nike Men's CJ Elite 2 TD Football Cleat,07/09/2016 23:34,Standard Class,1,kg
DEBIT,3,4,-15.75,89.98999786,Advance shipping,0,Cleats,Fresno,EE. UU.,974,Smith,CA,93727,12/13/2016 7:24,Kigali,Ruanda,48797,30,0.25,122044,59.99000168,2,119.9800034,89.98999786,Perfect Fitness Perfect Rip Deck,12/16/2016 7:24,Standard Class,1,kg
DEBIT,3,4,40.02000046,87,Advance shipping,0,Women's Apparel,Brooklyn,EE. UU.,2687,Smith,NY,11226,04/05/2015,Villa Nueva,Guatemala,8477,13,0.129999995,21162,50,2,100,87,Nike Men's Dri-FIT Victory Golf Polo,05/07/2015 17:31,Standard Class,1,kg
CASH,6,4,53.95000076,207.5,Late delivery,1,Women's Apparel,College Station,EE. UU.,8074,Harris,TX,77840,09/10/2017 8:36,Pontivy,Francia,67365,42.5,0.170000002,168372,50,5,250,207.5,Nike Men's Dri-FIT Victory Golf Polo,9/16/2017 8:36,Standard Class,1,kg
CASH,4,4,47.43000031,290.9500122,Shipping on time,0,Cleats,Irwin,EE. UU.,7595,Meyer,PA,15642,1/21/2015 16:26,La Paz,Bolivia,1418,9,0.029999999,3512,59.99000168,5,299.9500122,290.9500122,Perfect Fitness Perfect Rip Deck,1/25/2015 16:26,Standard Class,1,kg
DEBIT,2,1,38.45000076,122.8399963,Late delivery,1,Men's Footwear,Tucson,EE. UU.,4273,Osborne,AZ,85713,9/14/2016 15:56,Bugía,Argelia,42656,7.150000095,0.059999999,106471,129.9900055,1,129.9900055,122.8399963,Nike Men's CJ Elite 2 TD Football Cleat,9/16/2016 15:56,First Class,1,kg
DEBIT,2,1,-13.63000011,18.59000015,Late delivery,1,Golf Balls,Tucson,EE. UU.,4273,Osborne,AZ,85713,9/14/2016 15:56,Bugía,Argelia,42656,1.399999976,0.07,106473,19.98999977,1,19.98999977,18.59000015,Glove It Women's Mod Oval Golf Glove,9/16/2016 15:56,First Class,1,kg
DEBIT,2,1,2.24000001,29.86000061,Late delivery,1,Golf Balls,Cleveland,EE. UU.,2802,Smith,OH,44109,12/22/2016 8:37,Estambul,Turquía,49417,6.119999886,0.170000002,123527,17.98999977,2,35.97999954,29.86000061,Hirzl Women's Soffft Flex Golf Glove,12/24/2016 8:37,First Class,1,kg
DEBIT,2,1,-268.769989,383.9599915,Late delivery,1,Cardio Equipment,Cleveland,EE. UU.,2802,Smith,OH,44109,12/22/2016 8:37,Estambul,Turquía,49417,16,0.039999999,123526,99.98999786,4,399.9599915,383.9599915,Nike Men's Free 5.0+ Running Shoe,12/24/2016 8:37,First Class,1,kg
DEBIT,2,1,-57.09000015,245,Late delivery,1,Women's Apparel,Cleveland,EE. UU.,2802,Smith,OH,44109,12/22/2016 8:37,Estambul,Turquía,49417,5,0.02,123528,50,5,250,245,Nike Men's Dri-FIT Victory Golf Polo,12/24/2016 8:37,First Class,1,kg
DEBIT,4,2,-6.079999924,159.9799957,Late delivery,1,Cardio Equipment,Los Angeles,EE. UU.,11652,Smith,CA,90043,8/20/2015 7:54,Milan,Italia,15848,40,0.200000003,39612,99.98999786,2,199.9799957,159.9799957,Nike Men's Free 5.0+ Running Shoe,8/24/2015 7:54,Second Class,1,kg
DEBIT,5,4,50.40000153,251.9799957,Late delivery,1,Camping & Hiking,Brooklyn,EE. UU.,5111,Reilly,NY,11208,12/03/2016 6:22,Lagos,Nigeria,48109,48,0.159999996,120305,299.980011,1,299.980011,251.9799957,Diamondback Women's Serene Classic Comfort Bi,12/08/2016 6:22,Standard Class,1,kg
DEBIT,4,4,33.74000168,74.97000122,Shipping on time,0,Indoor/Outdoor Games,Hamtramck,EE. UU.,7839,Wells,MI,48212,8/18/2016 5:59,Dallas,Estados Unidos,40778,24.98999977,0.25,101770,49.97999954,2,99.95999908,74.97000122,O'Brien Men's Neoprene Life Vest,8/22/2016 5:59,Standard Class,1,kg
TRANSFER,3,2,12.90999985,204.9199982,Late delivery,1,Indoor/Outdoor Games,Memphis,EE. UU.,1322,Williamson,TN,38128,6/18/2016 1:42,Houston,Estados Unidos,36587,44.97999954,0.180000007,91324,49.97999954,5,249.8999939,204.9199982,O'Brien Men's Neoprene Life Vest,6/21/2016 1:42,Second Class,1,kg
DEBIT,6,4,20.8199997,42.47999954,Late delivery,1,Indoor/Outdoor Games,Metairie,EE. UU.,1018,Smith,LA,70003,5/27/2016 8:44,Jacksonville,Estados Unidos,35100,7.5,0.150000006,87658,49.97999954,1,49.97999954,42.47999954,O'Brien Men's Neoprene Life Vest,06/02/2016 8:44,Standard Class,1,kg
DEBIT,4,4,46.29000092,244.8999939,Shipping on time,0,Indoor/Outdoor Games,Elmhurst,EE. UU.,1501,Smith,IL,60126,5/18/2016 5:04,Fort Collins,Estados Unidos,34473,5,0.02,86112,49.97999954,5,249.8999939,244.8999939,O'Brien Men's Neoprene Life Vest,5/22/2016 5:04,Standard Class,1,kg
CASH,0,0,12.25,97.95999908,Shipping on time,0,Indoor/Outdoor Games,Salt Lake City,EE. UU.,4349,Williams,UT,84118,4/28/2016 3:42,Philadelphia,Estados Unidos,33099,2,0.02,82742,49.97999954,2,99.95999908,97.95999908,O'Brien Men's Neoprene Life Vest,4/28/2016 15:42,Same Day,1,kg
TRANSFER,6,4,-19.34000015,149.9400024,Late delivery,1,Indoor/Outdoor Games,Fremont,EE. UU.,3835,Smith,CA,94538,4/20/2016 22:38,Pasadena,Estados Unidos,32605,49.97999954,0.25,81556,49.97999954,4,199.9199982,149.9400024,O'Brien Men's Neoprene Life Vest,4/26/2016 22:38,Standard Class,1,kg
TRANSFER,2,4,58.09999847,165.9900055,Advance shipping,0,Water Sports,Milpitas,EE. UU.,1002,Lowe,CA,95035,12/28/2015 12:16,Seúl,Corea del Sur,24766,34,0.170000002,62042,199.9900055,1,199.9900055,165.9900055,Pelican Sunstream 100 Kayak,12/30/2015 12:16,Standard Class,1,kg
PAYMENT,6,2,43.68000031,167.9900055,Late delivery,1,Water Sports,West Chester,EE. UU.,9587,Hawkins,PA,19382,12/27/2015 18:24,Bunbury,Australia,24715,32,0.159999996,61905,199.9900055,1,199.9900055,167.9900055,Pelican Sunstream 100 Kayak,01/02/2016 18:24,Second Class,1,kg
TRANSFER,1,0,18.97999954,167.9900055,Late delivery,1,Water Sports,Caguas,Puerto Rico,8029,Smith,PR,725,11/03/2015 17:26,Salem,India,21013,32,0.159999996,52506,199.9900055,1,199.9900055,167.9900055,Pelican Sunstream 100 Kayak,11/04/2015 5:26,Same Day,1,kg
TRANSFER,5,4,93,185.9900055,Late delivery,1,Water Sports,Lancaster,EE. UU.,3811,Smith,CA,93536,10/27/2015 1:51,Kathmandu,Nepal,20489,14,0.07,51140,199.9900055,1,199.9900055,185.9900055,Pelican Sunstream 100 Kayak,11/01/2015 1:51,Standard Class,1,kg
TRANSFER,2,4,56.84000015,195.9900055,Advance shipping,0,Water Sports,New York,EE. UU.,9653,Thomas,NY,10029,10/18/2015 20:36,London,Reino Unido,19926,4,0.02,49812,199.9900055,1,199.9900055,195.9900055,Pelican Sunstream 100 Kayak,10/20/2015 20:36,Standard Class,1,kg
PAYMENT,4,2,65.25,173.9900055,Late delivery,1,Water Sports,Caguas,Puerto Rico,9,Perez,PR,725,10/04/2015 3:28,Estocolmo,Suecia,18918,26,0.129999995,47310,199.9900055,1,199.9900055,173.9900055,Pelican Sunstream 100 Kayak,10/08/2015 3:28,Second Class,1,kg
TRANSFER,2,4,-158.0899963,185.9900055,Advance shipping,0,Water Sports,Caguas,Puerto Rico,2205,Rodriguez,PR,725,9/29/2015 19:24,Rome,Italia,18621,14,0.07,46539,199.9900055,1,199.9900055,185.9900055,Pelican Sunstream 100 Kayak,10/01/2015 19:24,Standard Class,1,kg
